Key,Range,Co,Rank,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Total PAX
MEXSHA3,MEXSHA,AM,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,1
IAHPVG15,IAHPVG,BA,15,,1,,,,,,,0,,,,0,,,,,,,,,,,,,1
JFKCTU13,JFKCTU,BA,13,,0,,,,0,0,0,,,,,,,,,0,0,1,0,,,0,0,,1
JFKSHA5,JFKSHA,BR,5,,,,,1,,,,,,0,,,0,0,,,,,0,,,,,,1
JFKXMN8,JFKXMN,BR,8,,,,,,0,,,,,,,,,,,,1,0,,,,,,,1
KIXPVG10,KIXPVG,BR,10,1,,0,,,,,,,,,,,,0,,,,,,,,,,,1
NRTPVG8,NRTPVG,BR,8,0,0,,,,1,,,,,,,,,,,,,,,,,,,,1
YVRSHA7,YVRSHA,BR,7,,,,,,0,0,,,,,,,,,,,,,,0,0,1,,,1
SEAHGH6,SEAHGH,CA,6,,,,,,,,,,,,,,,0,1,,,0,,,,0,0,,1
SJCDLC2,SJCDLC,CA,2,,,,,,,,,,,,,,,,,,,,,0,,,1,,1
MEXPVG12,MEXPVG,CA,12,,,,,,,,,,,0,,,,,,,,,,1,,,,,1
MEXHGH5,MEXHGH,CA,5,,,0,,,,,,,,,,,,,,,,,1,,,,,,1
JFKCTU14,JFKCTU,CI,14,,,,,,,,,,,,,,,,,,,0,,,,1,0,,1
LAXDLC11,LAXDLC,CI,11,,,,0,,,,,,,,,,,,,,,,1,,,,,,1
NRTCTU11,NRTCTU,CI,11,,,1,,,,,,,,,,,,,,,,,,,,,,,1
SYDSHA7,SYDSHA,CI,7,0,,,,,,1,,,,0,,,,,,,,,,,,,,,1
SYDSHE10,SYDSHE,CI,10,,,,,,,,,,0,,,0,,,,1,,,,,,,,,1
SYDTAO13,SYDTAO,CI,13,,,,,,,,,,0,0,1,,,,,,,,,,,,,,1
SYDXMN14,SYDXMN,CI,14,,,,,,,,,,,1,,,,,,,,,,,,,,,1
YVRTAO11,YVRTAO,CI,11,,,,,1,,,,,,,,,,,,,,,,,,,,,1
YVRXMN10,YVRXMN,CI,10,,,,,,0,1,,,,0,,,,,,,,,,,,,,,1
IADCTU9,IADCTU,CX,9,,,,,,,0,,,,,,,,,,,,,,,,1,,,1
IADPVG20,IADPVG,CX,20,,,,0,0,,,1,,,,,,,,,,,,,,,,,,1
SEACAN11,SEACAN,CX,11,0,,,,0,1,,,,0,,0,,,,,0,,0,,,,,,,1
SJCCAN3,SJCCAN,CX,3,,,,,,,,,,,,,,,,,,,1,,,,,,,1
SJCHGH2,SJCHGH,CX,2,,,,1,,,,,,,,,,,,,,,,,,,,,,1
MEXPVG13,MEXPVG,CX,13,,0,,,,,,,,,,,,,,,,,,1,,,,,,1
MEXTAO8,MEXTAO,CX,8,,,,,,,,,,,,,,,1,,,,0,,,,,,,1
HNDHGH7,HNDHGH,CZ,7,,,,,,,,,,,,,0,,,,,,,,,,,1,,1
HNDPVG9,HNDPVG,CZ,9,,,,,,,,,,,,,,,,,,,,,,1,,,,1
IADHGH4,IADHGH,CZ,4,,,,,,,,,,,,,,,,1,,,0,,,,,,,1
IADPVG21,IADPVG,CZ,21,,,,,,,,,,,,,0,0,,,,,,,,,1,,,1
ORDFOC6,ORDFOC,CZ,6,,,,,,,,,,,1,,,,,,,,,,,,,,,1
ORDHGH6,ORDHGH,CZ,6,,,,1,,,,,,,,,,,,,,0,,0,,,,,,1
SEAXMN9,SEAXMN,CZ,9,,,0,,,,1,0,,,,,,,,0,,,0,,,,,,,1
SJCCTU4,SJCCTU,CZ,4,,,,,,,,,1,,,,,,,,,,,,,,,,,1
IAHDLC5,IAHDLC,DL,5,,,,,,,,,,,,,,,0,0,,,,,,,,1,,1
IAHHGH3,IAHHGH,DL,3,,,,,,,,,,,,,,,,,,,,,1,,,,,1
IAHTAO4,IAHTAO,DL,4,,,,,,,,,,,,0,,,1,,0,,,,,,,0,,1
JFKXMN9,JFKXMN,DL,9,,1,,,,,,,,,,,,,,,,0,0,,,,,,,1
NGOPVG8,NGOPVG,DL,8,,,,,,,,,,0,,,,,,,,,,,,1,,,,1
ORDSHE9,ORDSHE,DL,9,,,,,,,,,,,1,,,,,,,,,0,,,,,,1
ORDTAO7,ORDTAO,DL,7,,,,0,,,0,,,,,,,,,,,1,0,,,,,,,1
SFODLC10,SFODLC,DL,10,,,0,1,,,,,,,0,,,,0,,,,,,,,,,,1
SFOFOC9,SFOFOC,DL,9,0,0,,,,,,,,1,,,,,,,,,,,,,,,,1
SJCCTU5,SJCCTU,DL,5,,,,,,,,1,,,,,,,,,,,,,,,,,,1
YVRCAN14,YVRCAN,DL,14,,0,,0,,,,,0,0,,,,,,,,,,,,1,,,,1
YVRTAO12,YVRTAO,DL,12,0,,,,0,,,,,,,,,,,,,,,1,,,,,,1
MEXXMN10,MEXXMN,DL,10,,,,,,,,1,,,,,,,,,,,,,,,,,,1
KIXFOC8,KIXFOC,FM,8,,,,,,,,,,,,,,,,,,,,,1,,,,,1
KIXTAO8,KIXTAO,FM,8,,0,,,,0,,,,,,,1,,,,,,,,,,,,,1
LAXDLC12,LAXDLC,HA,12,,,,,,,,,,,,,,,,,,,1,,,,,,,1
LAXTAO13,LAXTAO,HA,13,,,,,,1,,,,,,,,,,,,,,,,,,,,1
HNDHGH8,HNDHGH,HU,8,,,,,,,,,,,,,,,,,,,,0,1,,,,,1
HNDPVG10,HNDPVG,HU,10,,,,,,,,,,,,,,,,,,,,1,,,,,,1
IAHCAN14,IAHCAN,HU,14,,,,,,,,,,,,,,,,,,,0,1,,,,,,1
IAHDLC6,IAHDLC,HU,6,,,,,,,,,,,,,,,,1,,,,,,,,,,1
JFKCTU15,JFKCTU,HU,15,,,,0,,,,1,0,,,,,,,,,0,,0,,,,,,1
JFKHGH6,JFKHGH,HU,6,,,,,,,,,,,,,,,,,,,,,1,,,,,1
NRTCAN13,NRTCAN,HU,13,,,,,,,,,,,,,1,,,,,,,,,,,,,1
SFOHGH8,SFOHGH,HU,8,,,,,0,,,,,,,,,,,,,,,,,1,,,,1
SFOXMN11,SFOXMN,HU,11,,,,,,,,,1,,,,,,,,,,,,,,,,,1
SJCXMN4,SJCXMN,HU,4,,,,,,,,1,,,,0,,,,,0,,,,,,,,,1
YVRHGH11,YVRHGH,HU,11,,,,,,,,,,,,,,,,,,,0,0,0,,1,,,1
SJCTAO2,SJCTAO,HU,2,,,,,,,1,,,,,,,,,,,,,,,,,,,1
SYDWUH11,SYDWUH,JD,11,,,,,,,,,,,,,,,,,,,,,,,1,,,1
IADXMN7,IADXMN,KE,7,,0,,1,0,,0,,0,,0,,0,,,,,,,,,,0,,,1
SJCCAN4,SJCCAN,KE,4,,1,,,,,,,,,,,,,,,,,,,,,,,,1
MEXPEK15,MEXPEK,KE,15,,,,,,,0,,,,,,,,,,0,,,,,,1,,,1
IAHXMN7,IAHXMN,KL,7,,,,1,,,,,,,,,,,,,0,,0,,,,,,,1
JFKHGH7,JFKHGH,KL,7,,,,,,1,,,,,,,,,,,,,,,,,,,,1
JFKSHE7,JFKSHE,KL,7,,,,,,,,,,,,,,,,,1,,,,,,,,,1
LAXCTU15,LAXCTU,KL,15,,,,,,,,,,,,,,,,,,,,,,1,,,,1
MEXSHA4,MEXSHA,KL,4,,,,,,,,,,,,,,,,,,,,1,,,,0,,1
JFKCTU16,JFKCTU,LH,16,,,,,,,,,,,,,,,,,,,,1,,,,,,1
MEXWUH7,MEXWUH,LH,7,,,,,1,,,,,,,,,,,,,,,,,,,,,1
JFKPEK23,JFKPEK,LO,23,,,,,,,0,,,,,,,,,1,,,,,,,,,,1
NRTHGH9,NRTHGH,MF,9,,,,,,,,0,,,,,,,,,0,,,1,,,,,,1
IAHCAN15,IAHCAN,MU,15,,,,,,,,0,,,,,1,,,,,,,,,,,,,1
IAHDLC7,IAHDLC,MU,7,,,,,,,,,,,,,,,,1,,,,,,,,,,1
JFKHGH8,JFKHGH,MU,8,,,,,,,,,,,1,,,,,,,,0,,,,0,0,,1
NRTSHA3,NRTSHA,MU,3,0,,0,,,,,,0,,,,,,,1,,,,,,,0,,,1
SJCCAN5,SJCCAN,MU,5,,,,,,,,,,,,,,,,,,,,,1,,,,,1
MEXCAN9,MEXCAN,MU,9,,,,,,,1,,,,,,,,0,,0,,,,0,,,,,1
MEXDLC6,MEXDLC,MU,6,0,,,,,,1,,,,,,,,,,,,,,,,,,,1
MEXFOC4,MEXFOC,MU,4,,,,,0,,,,0,1,,,0,,,,,0,,,,,,,,1
MEXXMN11,MEXXMN,MU,11,,,,,,,,1,,,0,,,0,0,,,,,,,,,,,1
TLCPVG1,TLCPVG,MU,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1
KIXXMN12,KIXXMN,NX,12,,,,,,,,,,,,,,,,,,,,,,,1,,,1
IAHCAN16,IAHCAN,OZ,16,,,,,1,,,,,,,,,,,,,,0,,,,,,,1
NRTSHA4,NRTSHA,OZ,4,,,,,,,,,,,,,,,,,,,,,,,,1,,1
SEAXMN10,SEAXMN,OZ,10,,,,,,,,,,,,,,,,,,,,,1,,,,,1
YVRCAN15,YVRCAN,OZ,15,0,,,,,0,,,0,,0,,,,,,,,0,0,,,,1,,1
YVRDLC11,YVRDLC,OZ,11,,,,,,,,1,,,,0,,,,,,0,,,,,,,,1
NGOCAN10,NGOCAN,PR,10,,,,,,,,,,,,1,,,,,,,,,,,,,,1
SEACAN12,SEACAN,PR,12,,,,,,,,,,,,,,,,,,,1,,,,,,,1
SYDCTU13,SYDCTU,PR,13,,,,,,1,,,,,,,,,,,,,,,,,,,,1
MEXPEK16,MEXPEK,PR,16,,,,,,,,,,,,,,,,,,,1,,,,,,,1
NRTPEK11,NRTPEK,S7,11,0,1,,,,0,,0,,,,,,,,,,,,,0,,,,,1
SFOCTU10,SFOCTU,SQ,10,,,,,,,,,,,,1,,,,,0,,,,,,,0,,1
LAXCAN16,LAXCAN,SU,16,,0,0,,,,,,,,,,1,,,,,,,,,,,,0,1
LAXPEK17,LAXPEK,TG,17,,0,,,,1,,,,,,,,,,,,,,,,,,,,1
LAXPVG19,LAXPVG,TG,19,,,,,,1,,,,,,,,,,,,,,,,,,,,1
SYDPEK18,SYDPEK,TZ,18,,,,,,0,,,,,,,,,,,,1,,,,,,,,1
IAHSHA3,IAHSHA,UA,3,,,,,,,,,1,,,,,,,,,,,,,,,,,1
SJCCAN6,SJCCAN,UA,6,,,,1,0,,,,,,,,,,,,,,,,,,,,,1
SJCPEK7,SJCPEK,UA,7,,,,,,,,0,,,,,,,,,0,,,,,1,,,,1
MEXWUH8,MEXWUH,UA,8,0,,0,0,,,,0,,,,,,1,,,,,,,,,,,,1
MEXSHE7,MEXSHE,UA,7,,,,,,,,,,,,1,,,,,,,,,,,,,,1
HNDSHA9,HNDSHA,GS,9,,,,,,,,,,,,,,,,,,,,,1,,,,,1
IADXMN8,IADXMN,QR,8,,,,,,,,,,,,,,,,,1,0,,,,,,,,1
JFKCAN21,JFKCAN,MS,21,,,,,,,,,,,,,,,,,,0,0,,,1,,,,1
LAXDLC13,LAXDLC,3U,13,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
LAXSHE11,LAXSHE,3U,11,,,,0,,,,0,0,,0,,,,,0,0,,,,,,,,,0
ORDSHE10,ORDSHE,3U,10,,,,,,,,,,,0,,,,,,,,,,,,,,,0
SEACTU10,SEACTU,3U,10,,,,,,,,,,,,,,,,,,,,0,,,0,0,,0
SEASHE6,SEASHE,3U,6,,,,,0,0,,0,,,,,,,,,,,,,,,,,,0
SFOCTU11,SFOCTU,3U,11,,,,,,,,,,,,,,,,,,0,,,,,,0,,0
YVRFOC8,YVRFOC,3U,8,,,,,,,,,,,0,,,,,,,,,,,,,,,0
YVRPVG16,YVRPVG,3U,16,,,,,,,,0,,,,,,0,,,,,0,,,,,,,0
HNLFOC4,HNLFOC,AA,4,,,,,,,,,,,,,,0,,,,,,,,,,,,0
HNLPEK10,HNLPEK,AA,10,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
IADCTU10,IADCTU,AA,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,0
JFKHGH9,JFKHGH,AA,9,,,,,,,,,,,,,,,0,,,,,,,,,,,0
JFKSHE8,JFKSHE,AA,8,,0,,,,,,,,,,,,,,0,0,0,,0,,,,,,0
SEACAN13,SEACAN,AA,13,,,,,,,,,,,,,,0,,,,,0,,,,,,,0
SFOFOC10,SFOFOC,AA,10,,,,,,,,,,,,,,,,,,,,,0,,,,,0
SFOHGH9,SFOHGH,AA,9,,,,,,,,,,,,,,,,,,,,,,,,0,,0
SFOSHE7,SFOSHE,AA,7,,,,,,,,,,,,,,,0,,,,,0,,,,,,0
SFOTAO13,SFOTAO,AA,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0
SFOXMN12,SFOXMN,AA,12,,,,,,,,,,,,,,,,,,,,,,,0,,,0
SJCDLC3,SJCDLC,AA,3,,,0,,,,,,,,,,,,,,,,,,,,,,,0
SJCXMN5,SJCXMN,AA,5,,,,,,,,,,,,,,,,,,,,,,0,,,,0
YVRSHE8,YVRSHE,AA,8,,,,,,,,,,,,,,,,,,,,,,,0,,,0
YVRWUH10,YVRWUH,AA,10,,,,,,,,,,,,,,,,0,,0,,0,,,,,,0
MEXFOC5,MEXFOC,AA,5,,,,,,0,,,,,,,,,,,,,,,,,,,,0
MEXWUH9,MEXWUH,AA,9,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
MEXXMN12,MEXXMN,AA,12,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,0
MEXTAO9,MEXTAO,AA,9,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0
JFKSHE9,JFKSHE,AC,9,0,,,,,,,,,,,,,,,,,,,,,,,,,0
JFKTAO9,JFKTAO,AC,9,,,,,,0,,,,,,,,,,,,,,,,,,,,0
LAXSHE12,LAXSHE,AC,12,0,,,,,,,,,,,,,,,,,,,,,,,,,0
ORDCTU11,ORDCTU,AC,11,,,,0,,,,,,,,,,,,,,,,,,,,,,0
SEACTU11,SEACTU,AC,11,,,0,,,,,,,,,,,,,,,,,,,,,,,0
SFOFOC11,SFOFOC,AC,11,0,,,,,,,,,,,,,,,,,,,,,,,,,0
LAXWUH12,LAXWUH,AC,12,,,,0,,,,,0,,,,,,,,,,,,,,,,,0
ORDWUH10,ORDWUH,AC,10,,,,,,,,,,,,,,0,,,,,,,,,,,,0
SEAWUH9,SEAWUH,AC,9,,,,,,,,,,,,,,,,,,,,,,,0,,,0
MEXCTU9,MEXCTU,AC,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0
MEXSHE8,MEXSHE,AC,8,,,,,,,,,,,,,,,,,,,,0,,,,,,0
IAHCAN17,IAHCAN,AF,17,,,0,0,0,,,,0,,,,,,,,,,0,,0,,,,,0
SYDCAN19,SYDCAN,AF,19,,,,,,0,0,0,,0,0,,,,0,0,0,0,,0,,0,,,,0
IADWUH7,IADWUH,AF,7,,,,0,,,,,,,,,,,,,,,,,,,,,,0
IADPVG22,IADPVG,AM,22,,,0,,,,,,,,,,,,,,,,,,,,,,,0
JFKPVG28,JFKPVG,AM,28,0,,,,,0,,,,,,,,,,,0,,,,,,,,,0
LAXPVG20,LAXPVG,AM,20,,,,0,,0,0,,0,,,,,,,,,,,0,,0,,,,0
JFKXMN10,JFKXMN,AY,10,,,,,,,0,,,,,,,,,,,,,,,,,,,0
IAHCTU8,IAHCTU,BA,8,,,,,,,,,,,,,,,0,,,,,,,,,,,0
IAHPEK13,IAHPEK,BA,13,,,,,,,,,0,,,,,,,,,,,,,,,,,0
LAXCTU16,LAXCTU,BA,16,,,,,,,,,,,,,,,,,,,0,,,,,,,0
ORDCTU12,ORDCTU,BA,12,,,,0,,,,,,,,,,,,,,,,,,,,,,0
ORDPEK18,ORDPEK,BA,18,,,,,,,0,,,0,,,,,,,,,,,,,,,,0
HNDSHA10,HNDSHA,BR,10,,,,,,,,,,,,,,,,,,,,,0,0,,,,0
HNDXMN11,HNDXMN,BR,11,0,,,,,,,,,,,,,,,,,,,,,,,,,0
IAHDLC8,IAHDLC,BR,8,,,,,,,,,,,,,,,,,0,,,,,,,,,0
IAHXMN8,IAHXMN,BR,8,,,,,,,,,,,,,,,,,,,0,,,,,,,0
JFKTAO10,JFKTAO,BR,10,,0,,,,,,0,,,,,0,,,,,,0,,,,,,,0
KIXSHA6,KIXSHA,BR,6,,,,,,,,,,,,,,0,,,,,,,,,,,,0
KIXXMN13,KIXXMN,BR,13,,,,,,,,,,,,,,,,,,,,0,,,,,,0
LAXTAO14,LAXTAO,BR,14,,,,,,0,0,,0,,,,,,,,,0,0,,,0,,,,0
NRTSHA5,NRTSHA,BR,5,,,,,,,,,,,,,,0,,,,,,,,,,,,0
ORDHGH7,ORDHGH,BR,7,,,,,,,,,,0,,,,,,,,,,,,,,,,0
ORDPEK19,ORDPEK,BR,19,,,,,,,,,,,,,,,,,,,,,,,0,,,0
ORDPVG19,ORDPVG,BR,19,,,,,,,0,,,,,,,,,,,,,,,0,,0,,0
SEASHE7,SEASHE,BR,7,,0,,,,,,,,,,,,,,,,,,,,,,,,0
SEATAO9,SEATAO,BR,9,,,,,,0,,,,,,,,,,,,,,,,,,,,0
SFOSHE8,SFOSHE,BR,8,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,0
YVRSHE9,YVRSHE,BR,9,,,,,,,,,,,,,,,,,,,0,0,,,,,,0
ORDFOC7,ORDFOC,CA,7,,,,,0,,,,,,,,,,,,,,,,0,,,,,0
ORDSHA7,ORDSHA,CA,7,,0,,0,,0,,,,0,,,,0,,,,,,,,0,,,0,0
SEAFOC8,SEAFOC,CA,8,,,,,,,0,,,,,,,,0,,,,,,,,,,,0
SEASHA6,SEASHA,CA,6,,,,,,0,,,,,,,,,,,,,,,,,,,,0
SEAXMN11,SEAXMN,CA,11,,0,,,,,,,,,,,,,,,,,,0,,,,,,0
HNDPEK10,HNDPEK,CI,10,,,,,,,,,,,0,,,,,,,0,,,,,,,,0
HNLCTU8,HNLCTU,CI,8,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
HNLFOC5,HNLFOC,CI,5,,,,,,,,,,,,,,,,,,,0,,,,,,,0
HNLHGH5,HNLHGH,CI,5,,0,,,,,,,,,,,,,,,,,,,,,,,,0
HNLSHA3,HNLSHA,CI,3,,,,,0,,,,,,0,,,,,,,,,,,,,,,0
HNLSHE8,HNLSHE,CI,8,,,,0,,,,,,,,,,,,,,,,,,,,,,0
KIXCAN14,KIXCAN,CI,14,,,,0,0,,,,,,,,,,,,,,,,,,,,,0
NGOCAN11,NGOCAN,CI,11,,,0,0,,,,,,,,,0,,,,,,,,,,,,,0
NGOPEK7,NGOPEK,CI,7,,,,,0,,,,,,,,,,,,,,,,,,,,,0
NRTCAN14,NRTCAN,CI,14,,,,,,0,0,,,,,,,,,,,,,,,,,,,0
SFOCTU12,SFOCTU,CI,12,,0,,,,,0,,0,,,,,,,,,,,,0,,,,,0
SYDCAN20,SYDCAN,CI,20,,0,,,,,,,,,0,0,,,,,,,,,,,,,,0
SYDDLC11,SYDDLC,CI,11,,,,,,,,,,,0,,,,,,,,,,,,,,,0
NRTWUH9,NRTWUH,CI,9,,,,,,,,,,,,,,,,,,,,,,,0,,,0
JFKWUH11,JFKWUH,CI,11,,,,,,,,,,,0,,,,,,,,,,0,,,,,0
SYDWUH12,SYDWUH,CI,12,,,,,,,,,,,,0,,,,,,,,,,,,,,0
MEXPEK17,MEXPEK,CI,17,,,,,,,,,,,,,,,,0,,,,,,,,,,0
MEXPVG14,MEXPVG,CI,14,,,,,,,,,,,,,,0,,,,,,,,,,,,0
IADCAN15,IADCAN,CX,15,,,,,,0,,,,,,,,0,,,,,,,0,,,,,0
IADFOC6,IADFOC,CX,6,,,,0,,,,,,,,,,,,,,,,,,,,,,0
IAHCTU9,IAHCTU,CX,9,,,,,,,,,,,,,,,,,,,,,,,0,,,0
IAHHGH4,IAHHGH,CX,4,,,,,,0,,,,,,,,,0,,,,,,,,,,,0
IAHPEK14,IAHPEK,CX,14,,,,0,,,,,,,,,,,,,,,,,,,,,,0
IAHTAO5,IAHTAO,CX,5,,,,,,,,,,,,,,,,0,,,,,,,,,,0
ORDTAO8,ORDTAO,CX,8,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,0
SEAFOC9,SEAFOC,CX,9,,,,,,,,,,,,,,,,,0,,,,,,,,,0
SEAPEK13,SEAPEK,CX,13,,,,,,,,0,,,,,,,,,,,,,,,,,,0
SEAPVG12,SEAPVG,CX,12,,,,0,,,,,,0,,0,0,,,0,,,,,,,,,,0
SEATAO10,SEATAO,CX,10,,,,,,,,,,,,,,,,0,,,,,,,,,,0
SYDSHE11,SYDSHE,CX,11,,,,,0,,,,,,,,,,,,,,,,,,,,,0
IAHWUH6,IAHWUH,CX,6,,,0,,,,,,,,,,,,,,,,,,,,,,,0
MEXCTU10,MEXCTU,CX,10,,0,,,,,0,,,,,,,,,,,,,,,,,,,0
MEXPEK18,MEXPEK,CX,18,,,,,,,,,0,,,,,,,,,,,,,,,,,0
MEXHGH6,MEXHGH,CX,6,,,,,,,,,,,,,,,0,0,,,,,,,,,,0
HNDDLC10,HNDDLC,CZ,10,,,,,,,,,,,,0,,,,,,,,,,,,,,0
HNDSHE9,HNDSHE,CZ,9,,,,,0,,,,,,,,,,,,,,,,,,,,,0
IADPEK16,IADPEK,CZ,16,,,,,0,,0,,,,0,,,,,,,,,,,,,,,0
IADTAO6,IADTAO,CZ,6,,,,,,,0,,0,,,0,,0,,,,,,,,0,,,,0
IAHCTU10,IAHCTU,CZ,10,,,,,,,,,,0,,,,,,,,,,,,,,,,0
IAHXMN9,IAHXMN,CZ,9,,,,,,,,,,,,,,,,,,0,,,,,,,,0
ORDPEK20,ORDPEK,CZ,20,,,,,,,0,,,,,,,,,,,,,,,,,,,0
ORDTAO9,ORDTAO,CZ,9,,,,0,,,,,,,,,,,,,,,,,,,,,,0
ORDXMN9,ORDXMN,CZ,9,,,,0,0,,,,,,,,,,,,,0,0,,0,,,,,0
SEASHA7,SEASHA,CZ,7,0,,,,,,,,,,,,,,,,,,,,,,,,,0
SJCPEK8,SJCPEK,CZ,8,,,,,,,,,,,0,,,,,,,,,,,,,,,0
SJCTAO3,SJCTAO,CZ,3,,,,,,,,,,0,0,,,,,,,,,,,,,,,0
MEXSHE9,MEXSHE,CZ,9,,,,0,,,,,,,,,0,,,,,,,,,,,,,0
IADCTU11,IADCTU,DL,11,,,,,,,,,,,0,0,,,,,,,,,,,,,,0
IADDLC7,IADDLC,DL,7,,0,,,,,0,,,,,,,,,0,0,,0,,,,0,,,0
IADFOC7,IADFOC,DL,7,,,,0,,,,,,,,,,,,,,,,,,,,,,0
IADSHE4,IADSHE,DL,4,,,,,,,,,,,,,,,,,,0,,,,,,,,0
IADTAO7,IADTAO,DL,7,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,0
IAHCTU11,IAHCTU,DL,11,,,,0,,,,,,,,,,,,,,,,,0,,,,,0
JFKHGH10,JFKHGH,DL,10,0,,,,,,,,,,,,,,,,,,,,,0,,,,0
LAXHGH12,LAXHGH,DL,12,,,,,,,,,,,,,0,,,,,,,,,,,,,0
NRTPEK12,NRTPEK,DL,12,,,,,,,,,,,,,,0,,,,,,,,,,,,0
NRTXMN9,NRTXMN,DL,9,,,,,,,,,,0,,,,,,,,,,,,,,,,0
ORDCAN16,ORDCAN,DL,16,,,0,0,0,,0,,,0,,,0,,,,0,,0,,0,,0,0,,0
ORDCTU13,ORDCTU,DL,13,,,,,,,,,0,,,,,,,,,,,,,,,,,0
ORDFOC8,ORDFOC,DL,8,,,,0,0,,,,,,,,,,,,,,0,,,,,,,0
SFOXMN13,SFOXMN,DL,13,,,,,,,,,,,,,,,,,0,,,,,,,,,0
SJCCAN7,SJCCAN,DL,7,,,,,,,,,,0,,,0,,,,,,,,,,,,,0
SJCDLC4,SJCDLC,DL,4,,,,,,,,,,,,,,,,,0,,,,,,,,,0
YVRCTU12,YVRCTU,DL,12,,,,,,,,,,,,0,,,,,,,,,0,,,,,0
SJCTAO4,SJCTAO,DL,4,,,,,,,,,,,,,0,,,,,,0,,,,,,,0
SFOWUH9,SFOWUH,DL,9,,,,,,,,,,0,,,,,,,,,0,0,0,0,,,0,0
IADWUH8,IADWUH,DL,8,,,,,,,,,,,,,,,,0,,,,,,,,,,0
MEXDLC7,MEXDLC,DL,7,,,,,,,,,,,,,,,,,,,,,,0,,,,0
MEXWUH10,MEXWUH,DL,10,,,,,,,,,,,,,,,,,,,,,,0,,,,0
MEXTAO10,MEXTAO,DL,10,,,,,,,,,,,,,,,,,,,,,,,0,,,0
MEXSHE10,MEXSHE,DL,10,,,,,,,,,,,,,,,,,,0,,,,,,,,0
SYDPEK19,SYDPEK,EK,19,,,,,0,0,,,0,,,,,,,,,,,,,,0,,,0
JFKXMN11,JFKXMN,EY,11,,,0,,,0,0,,,,,,,,,,,,,,,,,,,0
HNDHGH9,HNDHGH,FM,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0
KIXSHA7,KIXSHA,FM,7,,,0,,,,,,,,,,,,,,,,0,,,0,,,,0
HNLFOC6,HNLFOC,HA,6,,,,,,,,,,,,,,0,,,,,,,,,,,,0
JFKPEK24,JFKPEK,HA,24,,,,,,,,,,,0,,,,,,,,,,,,,,,0
SFOPEK16,SFOPEK,HA,16,,,,,0,,,,,,0,,,,,,0,,,,,,,,,0
LAXWUH13,LAXWUH,HA,13,,0,,,,,,,,,,,,,,,,,,,,,,,,0
HNDCTU10,HNDCTU,HO,10,,,,,,,,,,,,,,,,,,0,,,,,,,,0
HNDXMN12,HNDXMN,HO,12,,,,,,,,0,,,,,,,0,,0,,,,,,,,,0
NGOXMN6,NGOXMN,HO,6,,,,,,,,,,,,,,,,0,,,,,,,,,,0
HNDSHE10,HNDSHE,HU,10,,,,,,,,,,,,,,,,0,,,,,,,,,,0
IAHSHA4,IAHSHA,HU,4,,,,,,,,,,,,,,,,,0,,,,,,,,,0
IAHXMN10,IAHXMN,HU,10,,,,,,0,,,,,,,,,,,,,,,,,,,,0
JFKCAN22,JFKCAN,HU,22,,,,,,,,,,,,,,0,,,,,,0,,,0,,,0
JFKSHA6,JFKSHA,HU,6,,,,,,,,0,,,,,,,,,,,,0,,,,,,0
LAXTAO15,LAXTAO,HU,15,,,,0,,,,,,,,,,,,,,,,,,,,,,0
LAXXMN14,LAXXMN,HU,14,,,,,,,,,0,,,,,,,,,,,,,,,,,0
YVRSHA8,YVRSHA,HU,8,,,,,,,,,,,,,,0,0,,,,,,,,,,,0
YVRTAO13,YVRTAO,HU,13,,0,,,,,,,,0,,,,,,,,,,,,,,,,0
MEXPEK19,MEXPEK,HU,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0
SYDDLC12,SYDDLC,JQ,12,,,,,,,,,,,,,0,,,,,,,,,,,,,0
NGOCAN12,NGOCAN,KA,12,,0,,,,,,,,,,,,,,,,,,,,,,,,0
HNDFOC9,HNDFOC,KE,9,0,,,,,,,,,,,,,,,,,,,,,,,,,0
HNLSHA4,HNLSHA,KE,4,,,,,,,0,,,,,,,,,,,,,,,,,,,0
JFKSHA7,JFKSHA,KE,7,,,,,,,,,,,,,,,0,,,,,,,,,,,0
LAXCTU17,LAXCTU,KE,17,,,,,,,,,,,,,,,,,,0,,0,,,,,,0
